store_id,Total_Revenue
SH-19975,2774.2395
JC-15775,2772.055
PF-19165,2770.0
EB-13870,2767.2190000000005
MM-18055,2749.881
KB-16585,2742.758
LL-16840,2741.204
JL-15850,2725.2560000000003
MC-17275,2723.036
ML-17395,2722.843
JK-15370,2709.632
JE-16165,2697.248
CS-12250,2696.7960000000003
BT-11530,2684.492
NH-18610,2673.29
RB-19435,2663.0860000000002
EA-14035,2660.8250000000003
EJ-14155,2656.691
DK-13090,2650.557
CA-12265,2648.2871999999998
FO-14305,2622.8380000000006
KN-16390,2617.2720000000004
RA-19285,2606.082
LC-17140,2605.112
SO-20335,2602.5755000000004
SU-20665,2595.364
BO-11350,2586.08
HA-14920,2584.158
SC-20695,2576.408
NS-18505,2575.8630000000003
BT-11305,2567.656
EM-13810,2567.01
AG-10270,2565.258
MZ-17515,2564.906
CC-12610,2540.6309999999994
CM-12160,2533.314
HF-14995,2533.1639999999998
LC-16870,2526.182
FM-14380,2523.266
JS-16030,2516.4939999999997
DJ-13510,2501.6879999999996
AC-10615,2499.7560000000003
PO-18865,2493.214
BS-11755,2492.35
NZ-18565,2488.31
CC-12145,2471.65
MN-17935,2469.0420000000004
NC-18340,2461.404
MH-17455,2456.182
BS-11590,2454.928
VM-21685,2454.866
GZ-14545,2454.6220000000003
MA-17995,2453.284
TH-21100,2422.824
AH-10465,2406.4316
BP-11095,2399.54
DF-13135,2390.534
BP-11290,2383.797
MH-17290,2381.7309999999998
FM-14215,2374.27
CK-12595,2372.75
JF-15415,2371.4480000000003
CV-12805,2370.3136
MC-17590,2362.507
JG-15115,2358.6760000000004
CL-12700,2353.586
MG-17680,2350.1879999999996
RF-19735,2341.2960000000003
AG-10495,2338.679
EM-13825,2324.3579999999997
XP-21865,2320.4080000000004
MK-17905,2302.3680000000004
LH-16900,2295.3320000000003
CM-12235,2287.172
JF-15190,2279.5860000000002
FH-14350,2271.284
CC-12670,2269.7015
BE-11410,2261.438
MC-17605,2258.192
JH-16180,2256.3940000000002
KD-16615,2243.51
TS-21505,2243.2739999999994
MY-17380,2242.612
LW-16825,2238.0609999999997
AR-10405,2236.128
NC-18415,2218.9900000000002
MC-18100,2218.98
GG-14650,2216.0080000000003
PF-19225,2206.128
DB-13210,2204.8290000000006
MH-17785,2203.7780000000002
JL-15235,2203.7
JR-16210,2201.6859999999997
TB-21280,2198.4500000000003
JG-15310,2197.796
GW-14605,2189.019
NR-18550,2184.337
BT-11395,2182.1940000000004
PS-18760,2181.479
SH-20395,2180.718
KN-16450,2171.962
DB-12910,2171.5989999999997
RP-19855,2170.716
DP-13105,2164.8900000000003
HA-14905,2163.3
EJ-13720,2162.174
JD-15790,2152.3520000000003
CR-12580,2148.852
KN-16705,2148.0299999999997
DN-13690,2139.79
EN-13780,2138.246
KM-16225,2134.248
NM-18520,2123.347
KC-16255,2103.834
SH-20635,2096.392
RH-19600,2085.74
TG-21640,2074.661
ML-17755,2071.9139999999998
RB-19705,2067.45
LC-17050,2064.504
TS-21430,2054.14
AF-10870,2052.9080000000004
CD-11920,2033.968
NF-18595,2031.4720000000002
DJ-13420,2012.5200000000002
VB-21745,2005.5960000000002
HP-14815,1990.314
DB-13615,1989.0499999999997
PG-18895,1987.1639999999998
NB-18655,1972.5990000000002
SW-20275,1966.6499999999999
LD-17005,1961.9339999999997
TP-21565,1936.64
JF-15355,1911.8439999999998
JO-15280,1911.5520000000001
ME-17725,1908.4532000000002
SV-20935,1903.491
KD-16345,1888.964
GD-14590,1888.07
SG-20470,1884.7980000000002
SC-20440,1874.998
BG-11695,1874.172
NG-18355,1869.58
CD-12790,1860.7320000000002
SN-20560,1860.4180000000001
CB-12415,1856.2600000000002
JB-16045,1841.651
PR-18880,1840.1779999999999
AJ-10945,1839.24
PC-18745,1832.064
EG-13900,1832.02
LR-17035,1831.386
PJ-19015,1824.2340000000002
NC-18625,1821.7420000000002
JM-15265,1804.146
JB-15400,1791.605
AA-10480,1782.872
CC-12100,1765.2300000000002
DS-13030,1762.2130000000002
AH-10030,1744.7
VT-21700,1736.596
AH-10120,1735.5140000000001
MV-18190,1734.574
JM-15535,1733.443
BE-11455,1727.652
BW-11200,1726.23
JP-16135,1707.71
TZ-21580,1707.286
DB-13405,1702.5480000000002
BP-11155,1692.146
DK-12985,1687.0400000000002
RA-19945,1686.9225
CA-12055,1679.724
CM-11815,1673.888
LH-17155,1660.305
CC-12475,1659.438
JP-15460,1653.583
CM-12115,1643.97
EB-13975,1643.255
AP-10720,1638.554
KE-16420,1626.6832
AZ-10750,1622.018
MS-17710,1613.402
CR-12730,1600.55
SP-20650,1598.5159999999998
DE-13255,1588.464
AH-10195,1587.4520000000002
BF-11215,1585.1619999999998
CK-12760,1582.1090000000002
MC-18130,1581.998
MF-18250,1575.3600000000001
JL-15175,1571.5230000000001
TB-21250,1569.5919999999999
KB-16315,1569.464
TS-21160,1568.244
ON-18715,1567.52
MV-17485,1542.41
BD-11620,1538.1100000000001
CH-12070,1537.236
BD-11725,1526.5
BV-11245,1523.2730000000001
KA-16525,1519.5060000000003
AB-10600,1515.8619999999999
JG-15805,1507.018
ZD-21925,1493.9440000000002
DL-12865,1490.8180000000002
CM-12190,1475.144
LE-16810,1469.4500000000003
TB-21055,1467.881
PN-18775,1467.152
BN-11515,1459.344
PB-19150,1456.9500000000003
RM-19375,1453.4740000000002
AG-10525,1448.9419999999998
RK-19300,1448.0
DL-13315,1446.0660000000003
PK-18910,1441.152
TD-20995,1434.5480000000002
JW-16075,1428.731
MB-18085,1428.231
MB-17305,1427.326
TT-21220,1427.044
RD-19720,1419.737
NL-18310,1418.0900000000001
PM-18940,1405.4019999999998
CA-12310,1401.074
MO-17800,1396.3229999999999
NG-18430,1395.938
JE-15475,1388.682
TB-21595,1387.559
FG-14260,1383.1440000000002
CR-12820,1380.8324000000002
DM-13525,1376.792
GH-14485,1361.2440000000001
GB-14530,1356.48
LM-17065,1346.7740000000001
MG-17695,1342.282
SJ-20215,1339.072
BM-11785,1335.8960000000002
BF-11005,1333.88
SB-20170,1323.4319999999998
DM-12955,1322.0339999999999
MT-18070,1319.4498
MM-17260,1314.023
SP-20545,1306.0859999999998
EK-13795,1303.478
Co-12640,1300.076
HR-14770,1299.288
SS-20140,1289.5480000000002
GR-14560,1284.38
PS-18970,1278.6390000000001
SV-20815,1271.09
CS-11845,1267.194
LW-17125,1259.04
ME-18010,1256.944
GM-14500,1255.6819999999998
SC-20680,1254.64
MH-17620,1252.8
ER-13855,1245.788
JW-15955,1244.0859999999998
MG-17875,1242.833
NP-18685,1228.698
PJ-18835,1220.0900000000001
EH-14005,1219.53
JL-15130,1214.9560000000001
MD-17860,1204.91
DW-13585,1204.854
DO-13435,1197.3115
SJ-20500,1190.376
EB-14170,1186.326
JS-15595,1181.734
BP-11230,1181.4900000000002
DC-13285,1174.618
AT-10435,1171.8139999999999
JR-15670,1156.658
DB-13660,1155.202
CG-12520,1148.7800000000002
KC-16675,1146.0500000000002
RD-19810,1137.616
CW-11905,1136.5919999999999
JS-15685,1131.0639999999999
DV-13045,1119.483
AB-10165,1113.838
CD-12280,1104.1840000000002
TC-21475,1103.016
CL-11890,1098.43
TM-21490,1094.6779999999999
JO-15550,1088.3580000000002
JF-15490,1082.9180000000001
DB-13360,1081.466
DW-13195,1080.751
CS-12490,1070.3885
PC-19000,1061.488
DP-13165,1058.616
PO-19195,1056.8579999999997
AA-10375,1056.3899999999999
VS-21820,1055.9809999999998
AR-10345,1055.694
DH-13675,1043.096
SM-20905,1043.041
EM-14095,1041.0420000000001
TC-21145,1038.26
DP-13000,1034.188
MK-18160,1031.602
TH-21235,1022.2010000000001
SW-20350,1019.0439999999999
RB-19330,1008.1959999999999
LS-17245,1008.136
BG-11740,1006.356
LS-17200,998.0320000000002
VP-21730,993.9019999999999
GA-14725,975.5659999999999
KB-16600,974.2140000000002
DO-13645,972.2600000000001
TS-21340,971.734
RD-19930,970.9420000000001
AB-10150,966.7099999999999
RC-19825,966.409
BP-11050,961.1799999999998
JH-15910,959.477
JF-15295,955.124
RP-19270,954.6451999999999
BS-11800,949.4300000000001
EB-13930,944.6000000000001
MF-17665,937.039
EM-13960,933.704
MC-17575,925.5650000000002
SW-20245,925.1980000000001
MO-17500,922.4870000000001
RF-19840,915.6619999999999
EH-14185,910.1859999999999
KB-16405,908.8209999999999
SC-20575,902.7280000000003
JB-15925,900.5519999999999
AB-10255,898.0840000000001
AC-10420,891.56
HZ-14950,886.52
AB-10015,886.156
CS-12130,884.6400000000001
HE-14800,883.5319999999999
SK-19990,883.409
SS-20875,883.2199999999999
JM-15655,864.947
JR-15700,863.88
AF-10885,861.5649999999999
JC-15385,859.648
JC-16105,858.576
MS-17980,855.116
RC-19960,850.192
CG-12040,847.652
CS-12175,844.4580000000001
AS-10630,833.3979999999998
TB-21355,822.1360000000001
VF-21715,819.784
TB-21190,816.174
RE-19450,815.152
AM-10360,814.0120000000001
BM-11575,808.1619999999999
DK-13150,797.8319999999999
MC-17635,795.154
BF-11275,791.9899999999999
HG-14845,785.628
EH-13990,780.27
MG-17890,776.384
MM-18280,775.414
SF-20065,763.5459999999999
SW-20755,758.6959999999999
LP-17080,756.606
Dl-13600,755.602
IG-15085,744.5740000000001
RH-19555,740.382
AH-10585,738.504
HM-14980,736.2760000000001
BB-10990,735.52
PH-18790,729.648
PA-19060,729.4079999999999
JJ-15445,709.1780000000001
JD-16060,695.442
VG-21790,694.29
TC-21535,692.518
PB-19105,688.3240000000001
EH-13945,684.171
ML-18040,681.242
PB-18805,668.756
AG-10330,660.972
BK-11260,659.1380000000001
BD-11770,658.466
AC-10660,657.316
AW-10840,649.376
TR-21325,645.0719999999999
LO-17170,644.3499999999999
JB-16000,644.1188
MR-17545,639.1780000000001
AJ-10960,629.248
RR-19315,615.932
CD-11980,614.982
SS-20515,613.4000000000001
BT-11440,603.876
BF-10975,585.808
DL-13330,585.0200000000001
BD-11635,582.646
AS-10240,574.24
NK-18490,572.048
CM-11935,565.392
CS-12460,550.644
CS-11860,537.632
JH-15820,528.91
AY-10555,497.01399999999995
RB-19570,476.80199999999996
CR-12625,475.9
MS-17530,475.65599999999995
JS-15940,469.16900000000004
EC-14050,461.914
KM-16660,453.538
TT-21265,439.5
ST-20530,433.34000000000003
VG-21805,427.37199999999996
MZ-17335,424.038
SS-20590,418.49
BT-11485,415.19599999999997
JD-16015,385.42999999999995
JK-15325,383.812
VM-21835,380.69
NF-18475,377.162
MS-17830,370.348
LS-17230,368.88
EM-14200,366.822
MH-17440,358.14599999999996
HJ-14875,358.09999999999997
AG-10300,349.26
DW-13540,344.08000000000004
BD-11560,320.54
LH-17020,318.23900000000003
JM-15580,303.948
CM-12445,287.99
LH-16750,287.426
SC-20845,280.632
SC-20800,279.256
JH-15430,276.385
NB-18580,273.87199999999996
BF-11080,272.95
DD-13570,269.54200000000003
BN-11470,265.29600000000005
AR-10510,264.864
LT-16765,255.524
HD-14785,251.36
PL-18925,239.481
KW-16570,236.156
SM-20005,233.134
EM-14065,228.98999999999998
GT-14755,226.436
GP-14740,221.8
RB-19645,221.08399999999997
AG-10390,200.945
JJ-15760,195.0
HH-15010,188.10800000000003
ML-18265,162.23200000000003
AO-10810,161.28
MO-17950,154.288
PT-19090,153.9
GH-14665,146.94080000000002
AG-10765,137.296
PB-19210,132.738
BO-11425,130.83
EL-13735,124.28
DA-13450,123.86399999999999
CC-12550,113.832
RM-19750,98.35
KS-16300,88.47200000000001
AR-10570,88.15
FW-14395,79.75
JC-15340,67.33500000000001
BW-11065,60.772
AS-10135,58.82
LB-16735,50.188
RE-19405,48.36
SG-20890,41.072
RS-19870,22.328000000000003
CJ-11875,16.52
MG-18205,12.32
LD-16855,5.304
TS-21085,4.833
